word,meaning,last_time,interval
nursery,託児所；苗床,1785781689.8757303,32
evidence,証拠,1785781693.9178529,32
orbit,軌道；（活動・勢力などの）範囲,1785781697.48141,32
blade,刃；（プロペラなどの）羽根；（草などの）葉,1785781701.6843333,32
crop,〔しばしば～s〕作物；収穫高,1785783118.9595647,16
declare,を宣言する；を申告する,1785928471.8325682,2
colleague,（職場の）同僚,1785778080.915059,128
manuscript,（手書きの）原稿；写本,1785781707.0142062,32
search,捜す；を捜索する；を詳しく調べる,1785783122.7124317,16
troop,〔～s〕軍隊；集団,1785783128.0142555,16
flesh,（人・動物の）肉；果肉,1785780276.8745441,64
multiple,多様な；種々雑多な,1785781712.1411414,32
consult,（に）相談する；を参照する,1785781726.3409142,32
raw,生の；未加工の,1785775873.7190893,1024
illuminate,を照らす；を解明する,1785778089.296775,128
require,を要求する；を必要とする,1785781733.0934403,32
mission,使命；（外交）使節団；布教,1785783136.020352,16
elite,〔通例the ～〕〔集合的に〕エリート,1785783140.0925598,16
domain,分野；領域；ドメイン（＝ domain name）,1785781736.6848552,32
sphere,領域；球体；天体,1785829421.499991,8
vice,（道徳上の）悪（⇔ virtue ⇒ 1078）；欠点,1785781740.9147794,32
decay,腐敗する（≒ rot）；（徐々に）衰える,1785784910.389222,8
explode,爆発する；急増する；を論破する,1785928475.6736712,2
indicate,を指し示す；を述べる,1785776766.5228186,256
terrify,を怖がらせる；を脅かす,1785783143.5400908,16
pain,苦痛，痛み；苦悩；〔～s〕骨折り,1785780279.9856582,64
prosper,繁栄する; 成長する,1785785510.526395,4
indigenous,原産の，先住の；（その土地に）固有の,1785784916.2809105,8
frame,枠，（額）縁；骨組み；体格,1785781744.2588348,32
latter,後者の（⇔ former 前者の），後半の,1785780282.9247942,64
phenomenon,現象,1785781747.9377468,32
challenge,に異議を唱える；（人）に挑む,1785781752.946655,32
essential,（～に）必要不可欠な（to / for）；本質的な,1785781757.917721,32
parliament,（英国などの）議会；国会議員（団）,1785928481.3866985,1
underlie,の根底にある,1785781761.1304066,32
probe,（無人）宇宙探査機；（～の）精査（into）；探り針,1785784920.8657286,8
substitute,を代わりに使う；（～の）代理をする（for）,1785781765.879708,32
tactics,作戦，方策；戦術，戦法,1785784925.9339767,8
bounce,跳ねる；反射する；を弾ませる；（Ｅメールが）（宛先不明で）返送される,1785776120.7832668,512
penalty,（刑）罰；罰金；ペナルティー,1785781768.634885,32
beg,に（～を）切に頼む（for）；（を）懇願する,1785928484.4138434,2
convince,を納得［確信］させる,1785781772.4380622,32
trade,貿易；商売，取引,1785781775.4242933,32
reef,（岩や砂の）礁；暗礁,1785781779.3314934,32
stable,安定した（⇔ unstable 不安定な）；動じない,1785781782.4501922,32
attend,に出席する；（を）世話する；（～に）対処［対応］する（to）,1785780287.0166192,64
rude,無礼な（⇔ polite 礼儀正しい）；粗野な,1785784929.372687,8
appeal,訴える；抗議する；（上級審に）上訴する,1785780290.7740915,64
remove,を取り除く；を解雇する,1785780297.5914354,64
ignore,を無視する,1785780301.1931853,64
fairy,妖精の（ような）,1785778092.5255268,128
overlook,を見落とす；を大目に見る；を見渡す,1785781786.4692218,32
scare,をおびえさせる；を脅す,1785781789.645927,32
session,集まり；（議会の）会期；（開会中の）議会,1785780305.1979203,64
weapon,兵器，武器（≒ arms）,1785778096.217667,128
evoke,を呼び起こす,1785784933.488299,8
emergency,緊急（事態）,1785781793.375294,32
contemplate,（を）熟考する；を予想する,1785781797.3259456,32
subject,話題；科目；主題；被験者,1785778114.8585126,128
converse,（～と）会話をする（with）,1785784939.282092,8
profile,人物の紹介；横顔；輪郭,1785781800.067484,32
observe,に気づく；を観察する；を遵守する,1785781805.641228,32
stress,ストレス；圧力；強調,1785778117.549565,128
invest,（を）投資する；に（～を）与える（with）,1785781809.2292414,32
cell,細胞；独房；電池,1785780309.4347372,64
faint,かすかな；めまいがする；弱々しい,1785785520.2349029,4
urban,都市の；都会的な（⇔ rural ⇒ 387）,1785776769.5938656,256
molecule,分子；微粒子,1785783159.5684986,16
reputation,評判；名声,1785783163.925965,16
pour,を注ぐ；激しく降る；押し寄せる,1785928486.9956193,2
contrast,（～との）対照（with / to）,1785778121.6027765,128
concrete,具体的な（⇔ abstract ⇒ 586）；有形の,1785784943.2178545,8
educate,を教育する；に教える；（能力など）を養う,1785780314.2324526,64
pursue,を追求する；に従事する,1785778130.6882212,128
microbe,微生物；細菌,1785780318.1522157,64
fragment,断片,1785829426.8430781,8
agent,仲介者，代理人；薬剤,1785928491.8962965,2
capable,能力がある；有能な,1785783174.4605951,16
enable,（人）が...できるようにする；を可能にする,1785783179.1284835,16
therapy,療法；心理療法,1785780321.5868628,64
scope,（活動・能力などの）範囲；余地,1785780325.6762862,64
campaign,運動；軍事行動,1785781818.1830862,32
restrict,を制限する,1785781823.408832,32
encyclopedia,百科事典,1785781829.6657774,32
laboratory,実験室，研究室,1785783183.6787558,16
tuition,【主に米】 授業料（＝ 【英】tuition fees）；（個人）指導,1785781834.0184164,32
political,政治（上）の,1785783190.3844607,16
extinct,絶滅した；廃止された,1785784946.3228397,8
official,公用の；公式の；役所の,1785783193.7854905,16
peer,（～を）じっと見る（at / into）,1785783199.8619606,16
cite,を引き合いに出す；を引用する,1785785529.3342938,4
combine,を（～と）結び付ける（with）；（～と）結び付く（with）,1785783204.0581405,16
dye,を染める；染まる,1785780328.6850169,64
equip,に備えつける,1785784952.1077392,8
lawyer,弁護士,1785778134.1919127,128
provoke,（感情・行動など）を引き起こす；を挑発する,1785780332.7504644,64
warrior,戦士,1785781836.7423327,32
fame,名声,1785928495.0587168,2
urgent,緊急の,1785928502.7903168,2
tame,飼いならされた，人に慣れた；退屈な,1785780336.5581756,64
undertake,を引き受ける；を保証する；に着手する,1785781852.6940138,32
liable,しがちな；（～を）受けやすい（to）；責任がある,1785784959.9523706,8
inquire,（を）尋ねる,1785785940.0572197,2
pretend,（の）ふりをする,1785783208.3976214,16
hinder,を妨げる,1785785944.977165,2
vote,投票；投票結果；〔the ～〕選挙権,1785780339.82122,64
dumb,ばかげた；口のきけない；無言の,1785783211.7730572,16
transmit,を伝える；（電波・信号など）を送る,1785780344.378272,64
synthesis,合成；総合（⇔ analysis ⇒ 363）,1785781864.1511683,32
bloom,花が咲く；栄える,1785781871.1825922,32
ratio,比率,1785783226.416964,16
prolong,を長引かせる,1785854596.6008148,1024
monopoly,独占（権）,1785783231.6322916,16
pose,（危険）を引き起こす；（問題など）を提起する；ポーズをとる；（～を）装う（as）,1785781875.9338431,32
punctual,時間を守る,1785781879.1185427,32
insult,を侮辱する（≒ affront）,1785783239.4565284,16
refer,言及する，関連する；参照する,1785783244.0258114,16
equivalent,等しい，相当する,1785781882.955021,32
engage,を従事させる；を（～として）雇う（as）；（～に）従事する（in / with）,1785784967.043889,8
expand,（を）拡大する；（を）詳説する,1785781886.6713803,32
dizzy,目まいがする；当惑した,1785780349.1643624,64
competent,有能な；適任の；満足できる,1785928507.8325276,2
comprise,から成る；を構成する,1785783254.073853,16
attribute,（結果など）を（～に）帰する（to）,1785928514.5564,1
detail,〔～s〕詳細（な情報），細部,1785776773.0283184,256
column,コラム；（聞などの）欄；円柱；（縦）列,1785781890.065771,32
trivial,ささいな，取るに足りない,1785784974.6255946,8
perceive,に気づく；を知覚する；を理解する,1785829438.987339,8
vast,莫大な；広大な,1785776783.1142187,256
wander,歩き回る；それる；はぐれる,1785785542.8795784,4
regard,を見なす；を見る；を評価する,1785783257.1714942,16
embrace,を受け入れる；（を）抱擁する；を包含する,1785783271.087743,16
acid,酸性の；酸っぱい；辛辣な,1785784978.2911158,8
interpret,を解釈する；（を）通訳する,1785781895.8109293,32
scent,（よい）香り；香水,1785784983.5101469,8
retrieve,（情報）を検索する；を取り戻す；を回復する,1785928524.7943685,1
psychology,心理学；心理（状態）,1785780353.221494,64
accustom,（人）を慣れさせる,1785783275.3653624,16
utilize,を利用する（≒ make use of）,1785928532.7599282,1
valid,妥当な；有効な,1785780357.0697932,64
prefecture,（日本の）県，府；（フランスなどの）県,1785829442.773423,8
simultaneously,（～と）同時に（with）；一斉に,1785780367.5292919,64
efficient,効率的な；有能な,1785783278.4010832,16
vocabulary,語彙,1785781899.166442,32
environment,環境（≒ surroundings）,1785780372.3417418,64
justice,公正，正義；司法,1785781903.716681,32
visible,（目に）見える（⇔ invisible 見えない）；明白な,1785781907.7698443,32
propose,を提案する；をもくろむ；結婚を申し込む,1785781911.4766295,32
diabetes,糖尿病,1785780379.1089785,64
immense,膨大な,1785928538.1715765,2
pill,錠剤，丸薬；〔the ～〕ピル，経口避妊薬,1785783281.5751042,16
discrimination,（～に対する）差別（against）；区別,1785781921.3088236,32
spell,（語）をつづる；という語になる,1785781924.0460181,32
commodity,商品；有用なもの,1785781933.5563955,32
corporation,（大）企業；法人,1785781937.2983203,32
skip,"""飛び跳ねる, スキップする, はね回る""",1785781940.5312896,32
inclined,傾向がある；傾いた,1785928545.0781696,1
colony,植民地；集団居住地；（動植物の）コロニー,1785780382.1792994,64
judge,（を）判断する；に判決を下す,1785778137.7954564,128
incident,出来事，事件；紛争,1785928550.6749673,1
spontaneous,自然発生的な；自発的な,1785781945.0375586,32
furnish,に（～を）備えつける（with）,1785776787.9482646,256
select,を選ぶ，えり抜く,1785783297.2824953,16
courage,勇気,1785928553.701713,2
recognize,を識別できる；を認める,1785781955.194798,32
device,装置，機器；方策；デバイス,1785783302.0195262,16
constitute,を構成する；になる，に等しい,1785783307.8542488,16
distribute,を（～に）分配する（to）；〔受身形で〕分布する,1785928559.3401666,2
minor,重要でない；小さい（⇔ major ⇒ 88）,1785783313.8201437,16
rubbish,【英】 ごみ（≒ 【米】garbage）；つまらないもの,1785781964.234226,32
tense,張り詰めた，緊張した,1785783317.5241017,16
convert,を変える；を改宗［転向］させる；を交換する,1785784995.7604868,8
surge,殺到する；（感情が）こみ上げる；急騰する,1785781970.2181659,32
internal,内部の（⇔ external ⇒ 989）；国内の；内面的な,1785783323.3949847,16
translate,を翻訳する；を（～に）変える（into）,1785781975.2292664,32
conduct,（調査・実験など）を実施する；を導く,1785783331.7399063,16
reign,治世；統治,1785780397.8033419,64
glow,光り［照り］輝く；赤く燃える；紅潮する,1785783336.3568041,16
disappoint,を失望させる；（希望など）をくじく,1785781979.0716078,32
conceal,を隠す（≒ hide）；を秘密にする（⇔uncover ⇒ 1236）,1785780402.42459,64
utility,公共事業；公共料金；実用性,1785928571.8008091,2
irrigation,灌漑,1785781984.4220762,32
enclose,を同封する；を取り囲む,1785778143.2984414,128
ascend,（を）上がる（⇔ descend ⇒ 1337）,1785928576.7553868,2
publish,を出版する；を公表する,1785781988.8711002,32
stock,在庫品；蓄え；株,1785781992.1511493,32
exist,存在する；生存する,1785778147.0040143,128
frustrate,をいら立たせる；（計画・希望など）を挫折させる,1785782002.0599494,32
grace,優美，優雅；分別；（神の）恩寵,1785784999.1946242,8
trend,（～への）傾向（toward）；流行,1785783353.413106,16
potential,潜在的な；可能性を秘めた,1785782006.662303,32
stare,じっと見る；を見つめる,1785782012.2128432,32
disturb,をかき乱す；を妨害する；を動揺させる,1785785983.0866714,2
personality,個性，性格,1785776792.5896971,256
flourish,繁栄する；繁茂する；を振りかざす,1785783362.257199,16
aim,目的，目標；狙い,1785783366.1063685,16
mass,大規模な，大量の；大衆（向け）の,1785782017.044895,32
grip,を握る；をとらえる,1785783369.8751073,16
occupy,（空間・時間）を占める；を占領する,1785928584.5884066,2
experiment,（～を対象とする）実験（on）,1785782045.9593587,32
radical,急進的な；根本的な,1785785551.3191268,4
transform,を変える；変わる,1785783374.0867486,16
persuade,を説得する；に確信させる,1785782050.5163789,32
mount,を据えつける；に着手する；（自転車など）に乗る；増える,1785783388.2207448,16
qualify,（人）に資格を与える；資格がある,1785785997.0776138,2
epidemic,流行（病）；蔓延,1785782059.757012,32
gloomy,陰気な；薄暗い；悲観的な,1785783392.3198717,16
conspicuous,目立つ,1785928590.8277261,1
fallacy,誤った考え，誤信；錯誤,1785785556.2458436,4
debt,借金，負債；恩義,1785783416.360842,16
philosophy,哲学；原理；人生観,1785783420.8562908,16
static,静的な（⇔ dynamic ⇒ 1083）；動きのない,1785782069.165104,32
manage,をなんとか成し遂げる；を管理する,1785783442.671586,16
suppose,と思う；と仮定する,1785783452.2553754,16
conventional,従来の；月並みな,1785780406.9209397,64
trust,を信頼する；を（信頼して）託す,1785783456.57544,16
compound,を悪化させる；を合成する；を混合する,1785829458.7147682,8
jail,刑務所，拘置所（≒ prison）,1785780409.823869,64
financial,財政（上）の；財界の,1785783461.240524,16
material,材料，素材；資料；生地,1785778150.5776563,128
intrigue,に興味を持たせる；陰謀を企てる,1785783466.528007,16
benefit,利益，恩恵；給付金,1785782072.2872593,32
utter,（声）を発する；（考えなど）を述べる,1785928597.357162,2
transition,移り変わり；過渡期,1785782077.9981747,32
bother,を悩ます；（～を）気にかける（about / with）,1785780413.25003,64
anticipate,を予期する；楽しみに待つ,1785783478.7429128,16
scan,を走査［スキャン］する；をざっと見る；を注意深く調べる,1785780416.4152532,64
chop,"""…をたたき切る, ぶつ切りにする, 切り刻む, たたき折る; AをBに細かく切る, Aを切ってBにする; AのためにBを切ってやる""",1785776795.251985,256
deliver,を配達する；（演説・講義）をする；子を産む,1785780420.0554729,64
feature,特徴；〔通例～s〕顔つき；特集記事［番組］,1785783483.9978158,16
bargain,買い得品；取引；契約,1785782084.524466,32
means,〔単数・複数扱い〕手段；〔複数扱い〕資力，収入,1785782089.4268358,32
minister,大臣；（プロテスタント系の）聖職者,1785778157.3477166,128
compatible,矛盾しない；互換性のある；気が合う,1785782097.2549686,32
prompt,即座の，迅速な,1785783488.984826,16
accumulate,を蓄積する，集める；積もる,1785785013.981757,8
accord,一致；合意，協定,1785783492.3725977,16
alert,警戒して；敏速な,1785782101.6614487,32
drought,干ばつ；（慢性的な）不足,1785783495.6165726,16
command,を命じる；を指揮する；（景色）を見渡せる,1785782105.907984,32
abandon,を捨てる；を放棄する，断念する,1785780422.7420788,64
depart,出発する；（～から）それる（from）,1785782111.5571663,32
progress,進歩；前進,1785782115.238052,32
infinite,無限の（⇔ finite 有限の）；無数の,1785778160.7364035,128
melt,溶ける；なごむ；を溶かす,1785780428.320292,64
province,州，省；〔the ～s〕地方；分野,1785782120.5498288,32
decent,まずまずの；きちんとした；上品な,1785829462.9173317,8
census,国勢調査；交通調査,1785783503.7223973,16
previous,以前の，前の,1785854671.9134893,256
slavery,奴隷制度；苦役,1785782124.4276485,32
oral,口頭の,1785782127.531827,32
stereotype,固定観念；決まり文句,1785780431.3951786,64
anxious,心配して；切望して,1785783507.1489027,16
mess,散らかった状態［物］；混乱状態,1785783510.474762,16
discount,割引,1785780435.8917909,64
alarm,不安，恐れ；警報装置,1785783513.426258,16
award,（～の）賞（for）；（証書などの）授与,1785780439.0861995,64
grave,墓；〔通例the ～〕死,1785780442.7898543,64
cancel,"""を取り消す, 中止する; を無効にする; を運休にする""",1785778168.62153,128
component,構成要素；部品,1785782132.3644013,32
intelligent,聡明な；知能を有する,1785783516.7342389,16
affect,に影響を及ぼす（≒ influence ⇒ 49）；を感動させる,1785780446.4593868,64
yield,をもたらす；を（～に）譲る（to）；（～に）屈する（to）,1785928606.0531392,2
expense,〔～s〕経費；費用；犠牲,1785782142.1605892,32
ward,行政区；病棟,1785783532.831034,16
contaminate,を汚染する；を堕落させる,1785928613.7869692,1
interest,興味；利子；利害,1785778172.0564308,128
assess,を評価する；を査定する,1785928617.9331474,2
memory,記憶（力）；（～の）思い出（of）,1785783535.942962,16
soothe,をなだめる；を和らげる,1785785559.6653032,4
expedition,遠征（隊）、探検（隊）,1785783551.6711617,16
urge,に（強く）促す；を強く主張する；を駆り立てる,1785782150.6181781,32
surrender,を放棄する，引き渡す；（～に）屈する（to）,1785783558.3465712,16
partial,部分的な；不公平な（⇔impartial 公平な）,1785783568.3902104,16
withstand,に耐える,1785829466.4996624,8
pinch,"""をつねる, ひねる; を締めつける; をはさむ""",1785782159.8045669,32
neat,きちんとした；見事な,1785783593.4248812,16
impair,を損なう,1785928622.2107882,1
aisle,（座席間などの）通路,1785928629.1355765,1
severe,（人・規律・事態・天気などが）厳しい；猛烈な,1785782166.1557684,32
oppress,を抑圧［迫害］する；を悩ませる,1785782170.4590015,32
promote,を促進する；〔通例受身形で〕昇進する,1785778175.2653012,128
span,期間；範囲,1785783619.8528225,16
editor,編集者；編集長,1785783625.7897027,16
plastic,柔軟な；プラスチックの，ビニールの,1785783628.602966,16
rear,（人・動物・植物）を育てる（≒ raise）,1785928636.317062,1
spiritual,精神の（⇔ material ⇒ 73）；霊的な,1785783635.3439403,16
stiff,硬直した，凝った；堅い,1785783649.810847,16
cruel,残酷な；むごい,1785780449.8161917,64
quest,探究,1785928639.2177892,2
outline,の要点を述べる；の輪郭を描く,1785829472.9171927,8
harsh,厳しい；（光・色・味などが）不快な,1785783655.997729,16
masterpiece,傑作,1785782173.6733532,64
administration,管理（部）；行政；政府（機関）,1785783660.703989,16
affluent,裕福な；豊富な,1785782188.8589675,32
dip,を浸す；（手など）を（～に）突っ込む（into / in）；下がる,1785780453.2466938,64
threat,脅威；（悪い）兆し；脅迫,1785829481.7122693,8
universal,普遍的な；宇宙の；万能の,1785783664.5640552,16
pension,年金,1785783668.5462773,16
approach,に近づく；に取り組む,1785782192.1601045,32
plight,窮状（＝ predicament）；（悪い）状態,1785928644.464858,2
layer,層,1785778180.580752,128
crack,ひびが入る；にひびを入れる,1785928647.4009714,2
negotiate,交渉する；を（交渉して）取り決める,1785783680.9699562,16
threaten,"""Aを脅す, 脅迫する; をすると脅す""",1785928651.7181919,2
military,軍の，軍事（用）の,1785783698.8137782,16
crawl,はう；ゆっくり進む,1785780455.874635,64
income,収入；所得,1785780459.1271505,64
brave,勇敢な（⇔cowardly 臆病な）；見事な,1785782199.269857,32
faith,（～への）信頼（in）；信仰（心）,1785782203.8011403,32
impulse,衝動；刺激,1785782211.192307,32
disabled,障害のある；障害者用の,1785783704.0081623,16
verbal,言葉の；口頭での；動詞の,1785782214.6608884,32
distinct,明らかに異なる；明瞭な,1785829485.4489334,8
split,を分割する；を分担する；分裂する,1785783708.91304,16
circulation,循環；流通；（聞・雑誌の）発行部数,1785783713.867759,16
reunion,再会（の集い）；再結合,1785782219.2951033,32
function,機能；関数,1785782224.0462823,32
disguise,を（～に）変装させる（as）；を偽る,1785786036.6829636,2
reassure,を安心させる,1785782228.9001389,32
hive,ミツバチの巣（箱）；人の集まる所,1785783717.5524635,16
digest,を消化する；を理解する；を要約する,1785780462.0256243,64
eager,（～を）熱望して（for）；熱心な,1785786041.000686,2
exhibit,を示す，見せる；を展示する,1785783726.2625823,16
confidence,自信；信頼；秘密,1785782233.4694731,32
spectator,（試合などの）観客,1785782240.9771435,32
fare,（乗り物の）料金,1785780467.8400185,64
suffer,苦しむ；患う；（苦痛など）を経験する,1785783729.1572058,16
glance,（～を）ちらっと見ること（at）,1785778185.8541684,128
pregnant,妊娠した；（～で）満ちている（with）,1785783741.3412943,16
mold,鋳型；鋳物；性格；かび,1785785027.044677,8
perform,（を）行う；（を）演じる，（を）演奏する,1785782246.8350918,32
share,を共有する；を分担する,1785782250.4400966,32
shade,（日）陰；色合い；日よけ；微妙な相違,1785783745.2107873,16
notorious,悪名高い（≒ infamous）,1785783752.784405,16
spray,を吹きかける，に吹きつける,1785783785.1843407,16
sympathy,同情；（～に対する）共感（with/for）,1785783792.2031066,16
margin,余白；差；利ざや,1785783795.0172632,16
bump,ぶつかる；をぶつける,1785783798.714565,16
positive,肯定的な；積極的な；確信して；（検査結果が）陽性の,1785785031.9814737,8
claim,と主張する；を（自分のものとして）要求する,1785782255.9022446,32
quit,をやめる；（場所）を去る,1785778189.8873174,128
nerve,神経；〔～s〕神経過敏；（...する）度胸（to do）,1785778205.2192016,128
esteem,を尊敬する；を見なす,1785783804.7683127,16
species,（生物の）種；種類,1785783807.9495606,16
scenery,〔集合的に〕景色；背景,1785786049.0424337,2
commute,通勤［通学］する,1785783810.7733989,16
praise,を（～のことで）賞賛する（for）；賛美する,1785783814.366688,16
skeleton,骨格；骨組み；概略,1785782259.3804808,32
thrill,をぞくぞくさせる；わくわくする,1785782265.0342937,32
whisper,（を）ささやく,1785780470.3570733,64
annual,年1回の，例年の；1年間の,1785782270.6637406,32
asset,〔通例～s〕資産；価値のあるもの；利点,1785928660.488095,1
sore,痛い；腹が立って,1785785053.064596,8
fabric,織物、布（地）；構造,1785783819.5430536,16
sentiment,感情；感想；感傷,1785783825.6364064,16
gene,遺伝子,1785783831.1739655,16
leap,跳ぶ；さっと動く；急上昇する,1785785056.5342102,8
conference,会議；協議,1785783836.5665698,16
metropolitan,大都市の，首都圏の,1785928667.6972585,1
unify,を統合［統一］する；統一される,1785785062.390369,8
stake,利害関係；〔通例～s〕賭け金；杭,1785829488.8386972,8
arithmetic,計算；算数,1785782282.6876721,32
county,【米】 郡；【英】州,1785786071.0384626,2
ritual,儀式；（日常の）習慣的行為,1785783845.3887696,16
seek,を追い求める；（助けなど）を要請する,1785780474.1288824,64
familiar,精通している；よく知られている,1785783853.02811,16
nevertheless,それにもかかわらず（≒ nonetheless ⇒ 1000）,1785782286.9518363,32
transfer,を移す；を伝える；移る；乗り換える,1785783857.4768896,16
medicine,薬；医学,1785783865.8817856,16
horror,恐怖；強い嫌悪；嫌な物［人］,1785783869.483256,16
practice,実践，実行；（社会の）慣習；練習,1785783876.1783824,16
outlook,見解；見通し；眺め,1785783900.1111639,16
interrupt,を中断させる；（の）邪魔をする,1785786077.3671708,2
weary,疲れ果てた；（～に）うんざりした（of）,1785782297.7905824,32
immigration,（他国からの）移民，移住；入国管理,1785783905.831616,16
notable,注目に値する；著名な,1785783910.4999561,16
alter,を変える；変わる（≒ change）,1785783913.5095463,16
appropriate,（～に）適切な（for / to）,1785783920.024603,16
occur,起こる；心に浮かぶ；現れる,1785782302.2448027,32
informal,形式ばらない，略式の（⇔ formal 正式の）；（言葉が）くだけた,1785782313.9361572,32
nourish,に栄養を与える；をはぐくむ,1785785069.236576,8
stray,はぐれる，（道に）迷う,1785783926.0576856,16
suspend,を停職［停学，出場停止］にする；を一時的に中断する,1785829496.5090413,8
coincide,同時に起こる；一致する,1785829510.304977,8
chemical,化学の，化学的な,1785783929.2067623,16
willing,いとわない，かまわないと思う,1785783932.9269729,16
curve,（道路などの）カーブ；曲線,1785783940.39991,16
recent,最近の,1785783949.1944125,16
apply,を適用［応用］する；申し込む；（～に）適用される（to / in）,1785782316.8581493,32
maintain,を維持する；と主張する；を養う,1785783952.6030633,16
prominent,卓越した；目立つ,1785782320.8580258,32
swell,膨張する，腫れる；を膨らませる,1785783957.1804101,16
substance,物質；実体；趣旨,1785782325.7858117,32
sigh,ため息をつく,1785780483.1514173,64
decline,減少する；衰退する；を断る,1785785073.9045477,8
sorrow,悲しみ,1785783964.5346591,16
entire,全体の，全部の（≒ whole）；完全な,1785783969.051956,16
permit,を許可する（≒ allow）（⇔ forbid ⇒ 1013）,1785783977.531797,16
export,（を）輸出する（⇔ import を輸入する）,1785783982.7735484,16
permanent,永続的な（⇔ temporary ⇒ 793）,1785928671.7858949,2
glacier,氷河,1785783986.8946557,16
psychiatrist,精神科医,1785783995.873059,16
restore,を回復させる；を修復する,1785784000.259886,16
client,顧客（≒ customer）；（弁護士などの）依頼人,1785782328.4082277,32
mercy,慈悲；〔通例a ～〕幸運,1785784006.0105278,16
abrupt,突然の（≒ sudden）,1785786083.987301,2
proverb,ことわざ（≒ saying）,1785782331.0595708,32
undergraduate,学部学生,1785780489.1547005,64
persist,続く；固執する,1785829526.9925635,8
treat,を扱う；を治療する,1785784009.449701,16
represent,を表す；を代表する；に相当する,1785784014.73324,16
fee,料金；謝礼,1785784017.9979286,16
bankrupt,破産宣告を受けた；破綻している,1785780492.5824485,64
spill,をこぼす；こぼれる,1785928679.1891508,2
suck,（を）吸う；（を）しゃぶる,1785782336.3345141,32
implicit,暗黙の（⇔ explicit ⇒ 1598）；内在する,1785782341.728944,32
precise,正確な（≒ exact）；精密な；まさにその,1785784029.2402258,16
view,（～についての）見解（on / about）；（～に対する）（特定の）見方（of）；眺め,1785928685.1083438,2
notice,に気づく,1785784048.2288501,16
wisdom,知恵；賢明さ；学識,1785829530.2722497,8
rhetoric,修辞（法）；美辞麗句,1785784057.2523377,16
decade,10年間,1785782345.098988,32
trigger,を引き起こす；のきっかけとなる,1785780497.3130538,64
subordinate,（～より）下位の（to）；副次的な,1785785079.4971771,8
mode,方式；気分；形態；流行,1785782349.2332742,32
trap,わな；苦境,1785782351.638556,32
sue,を告訴する；（～を求めて）訴訟を起こす（for）,1785784062.894434,16
proportion,割合；部分；釣り合い,1785784077.3855186,16
tissue,（生物の）組織；ティッシュペーパー,1785782355.4220362,32
district,地区；行政区,1785784080.7737243,16
feast,祝宴；大ごちそう；楽しみ,1785785085.8735113,8
cause,原因（⇔ effect ⇒ 48）；理由；大義,1785782359.4763305,32
collision,衝突；対立,1785785090.8464024,8
genuine,"""本物の（≒ authentic ⇒ 1580, real）；偽りのない""",1785928693.3420668,1
clarify,を明確にする,1785928698.8297126,1
abundant,豊富な；（～に）富む（in）,1785785094.7029715,8
tear,を引き裂く；裂ける,1785786098.6267903,2
obsession,（考えなどに）取りつかれること；妄想；強迫観念,1785785110.3730052,8
confess,（を）告白する,1785785122.9567845,8
acknowledge,（事実など）を認める（≒ admit ⇒ 406）；に謝意を表す,1785784087.481336,16
paradox,逆説；矛盾,1785784090.6152694,16
inevitable,避けられない,1785784106.8864517,16
exaggerate,（を）誇張する；を強調する,1785784116.9059181,16
attach,を（取り）付ける；を付与する,1785784120.4998436,16
fold,を折り畳む；（両腕）を組む；（折り）畳める,1785784128.8983197,16
herd,（牛などの）群れ；群衆,1785784139.3274379,16
protocol,（条約）議定書；外交儀礼；プロトコル,1785784143.021658,16
reverse,を逆転させる；を反対にする,1785784146.8318615,16
torture,を拷問にかける；を苦しめる,1785784152.9772832,16
mechanical,機械の；機械的な,1785784156.295626,16
cram,に詰め込む；詰め込み勉強をする,1785928702.569679,1
rhyme,押韻詩；韻；〔通例～s〕詩歌,1785784168.7349606,16
offspring,子孫，子；成果,1785780500.484314,64
prospect,見込み；〔～s〕（未来への）展望；有望な人,1785786116.2018266,2
indispensable,不可欠な（⇔ dispensable なくてもすむ）,1785784178.9144223,16
induce,を引き起こす；を説得する,1785784197.413719,16
prove,を証明する；判明する，わかる,1785784205.581508,16
strategy,戦略,1785784208.81754,16
divorce,離婚；分離,1785786121.3763459,2
thrive,繁栄する，うまくいく；繁茂する,1785829533.0589414,8
drown,溺死する；を水浸しにする,1785782362.5483782,32
desire,を強く望む,1785785144.9073746,8
edit,"""を校閲する, 削除する; を編集する, …に修正を加える""",1785786127.3225918,2
depict,を描く,1785928707.0414424,2
compose,を構成する；を創作する；を鎮静する,1785784222.7091982,16
review,（書物などの）論評；再調査；【米】復習,1785784228.8998473,16
emit,（光・熱など）を出す，排出する；（信号）を送る,1785785148.950119,8
sophisticated,高性能の，精巧な；洗練された,1785928712.6966302,2
habitat,生息地；（人の）居住地,1785784241.3468113,16
grain,穀物；粒；きめ,1785784244.8215196,16
code,規範；暗号；法典,1785784248.0778732,16
legitimate,合法的な；妥当な,1785928717.872946,2
remote,（～から）遠く離れた（from）；かけ離れた,1785784258.9139514,16
impress,を感動させる；に印象を与える,1785784264.3757463,16
twist,をねじる，ひねる；を歪曲する,1785784268.5560586,16
exception,（～の）例外（to）,1785786167.2569544,2
acute,（痛み・感情などが）激しい；（知覚などが）鋭い；急性の（⇔ chronic ⇒ 1198）,1785786172.722791,2
triumph,勝利；勝利の喜び；偉業,1785785571.7829194,4
